%time,field.position.x,field.position.y,field.position.z,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w
1665174903781123394,10233.287965281246,15409.075484728377,883.6461526116134,0.016739742169832185,-0.021946859215605435,0.03384072299727106,0.9990460058824518
1665174903834887698,10245.152027983222,15396.635069300784,887.6931446858805,0.016739742169832185,-0.021946859215605435,0.03384072299727106,0.9990460058824518
1665174903885865093,10243.421805039494,15385.003981904509,950.2967944184469,0.016739742169832185,-0.021946859215605435,0.03384072299727106,0.9990460058824518
1665174903935735735,10238.361085967195,15390.206928790536,925.2238999259816,0.016739742169832185,-0.021946859215605435,0.03384072299727106,0.9990460058824518
1665174903988949724,10241.387383255907,15406.934621905995,885.8614128403167,0.016739742169832185,-0.021946859215605435,0.03384072299727106,0.9990460058824518
1665174904040258871,10237.282470243654,15404.810332150355,890.8201800362438,0.016739742169832185,-0.021946859215605435,0.03384072299727106,0.9990460058824518
1665174904089958806,10220.551332594725,15410.26830832665,913.6353869819704,0.016739742169832185,-0.021946859215605435,0.03384072299727106,0.9990460058824518
1665174904143269355,10221.021883419799,15416.601925218207,937.939685817141,0.016739742169832185,-0.021946859215605435,0.03384072299727106,0.9990460058824518
1665174904193559379,10220.732230211179,15407.037346213696,1052.2396307124352,0.016739742169832185,-0.021946859215605435,0.03384072299727106,0.9990460058824518
1665174904244978513,10217.4556320667,15411.648079910618,1089.9056290338783,0.016739742169832185,-0.021946859215605435,0.03384072299727106,0.9990460058824518
1665174904297303127,10213.518533694227,15417.254857447817,1082.1574018108856,0.016739742169832185,-0.021946859215605435,0.03384072299727106,0.9990460058824518
1665174904347674441,10227.778603680988,15421.876227226607,1066.7234925198468,0.016739742169832185,-0.021946859215605435,0.03384072299727106,0.9990460058824518
1665174904398852242,10222.742965338784,15427.039223816077,1067.8460649576346,0.016739742169832185,-0.021946859215605435,0.03384072299727106,0.9990460058824518
1665174904449481201,10225.801386592193,15437.373588885273,960.745853885285,0.016739742169832185,-0.021946859215605435,0.03384072299727106,0.9990460058824518
1665174904501995250,10226.433389997768,15426.23215921682,963.5563833186756,0.016739742169832185,-0.021946859215605435,0.03384072299727106,0.9990460058824518
1665174904551301136,10231.51525492428,15420.390572861545,968.3014460196131,0.016739742169832185,-0.021946859215605435,0.03384072299727106,0.9990460058824518
1665174904602507108,10233.812474632656,15412.829106958938,997.5193415339763,0.016739742169832185,-0.021946859215605435,0.03384072299727106,0.9990460058824518
1665174904653177286,10262.741169810495,15426.816123968601,712.7745167362897,0.016739742169832185,-0.021946859215605435,0.03384072299727106,0.9990460058824518
1665174904703651617,10266.598977957306,15424.602257578852,826.4198809116591,0.016739742169832185,-0.021946859215605435,0.03384072299727106,0.9990460058824518
1665174904753974079,10270.46621659664,15424.397557535902,846.5479594994174,0.016739742169832185,-0.021946859215605435,0.03384072299727106,0.9990460058824518
1665174904805857931,10257.021486337744,15427.099029814282,840.763389467094,0.016739742169832185,-0.021946859215605435,0.03384072299727106,0.9990460058824518
1665174904856856547,10249.547811551462,15423.940532942212,838.889833021774,0.016739742169832185,-0.021946859215605435,0.03384072299727106,0.9990460058824518
1665174904908675592,10224.361511465146,15399.231433543231,1122.4081012553145,0.016739742169832185,-0.021946859215605435,0.03384072299727106,0.9990460058824518
1665174904962281979,10210.742802318922,15401.016078836978,1123.6434175205377,0.016739742169832185,-0.021946859215605435,0.03384072299727106,0.9990460058824518
1665174905015350463,10208.635332893033,15410.54388050929,1003.4561176476321,0.016739742169832185,-0.021946859215605435,0.03384072299727106,0.9990460058824518
1665174905064681543,10220.344032593366,15410.010163147632,996.04359766226,0.016739742169832185,-0.021946859215605435,0.03384072299727106,0.9990460058824518
1665174905118438632,10221.668892541345,15409.052332676136,970.2179934893405,0.016739742169832185,-0.021946859215605435,0.03384072299727106,0.9990460058824518
1665174905169333321,10226.729526365747,15419.097381746007,916.8204904705041,0.016739742169832185,-0.021946859215605435,0.03384072299727106,0.9990460058824518
1665174905221203926,10230.103442956302,15409.948931791529,877.5440003314195,0.016739742169832185,-0.021946859215605435,0.03384072299727106,0.9990460058824518
1665174905272714507,10233.011583184738,15407.966308966144,998.3237050821801,0.016739742169832185,-0.021946859215605435,0.03384072299727106,0.9990460058824518
1665174905311429463,10233.898137768352,15413.496117348914,1009.9693929474117,0.016739742169832185,-0.021946859215605435,0.03384072299727106,0.9990460058824518
1665174905352506131,10238.452900420289,15438.055130961066,943.1377429280043,0.016756300685866254,-0.022446391510588002,0.033848335188958995,0.999034371831327
1665174905393865515,10240.634487195564,15435.312068922754,1001.4454536266463,0.016756300685866254,-0.022446391510588002,0.033848335188958995,0.999034371831327
1665174905434867782,10238.879975504691,15443.874676952095,965.4988440851237,0.016739742169832185,-0.021946859215605435,0.03384072299727106,0.9990460058824518
1665174905476710531,10236.02292819,15452.256860269506,872.9696747181713,0.016739742169832185,-0.021946859215605435,0.03384072299727106,0.9990460058824518
1665174905519384370,10238.030104939811,15459.025256119485,873.8179101071546,0.016756300685866254,-0.022446391510588002,0.033848335188958995,0.999034371831327
1665174905560451884,10229.72425570348,15449.894744703357,912.6439917465293,0.016756300685866254,-0.022446391510588002,0.033848335188958995,0.999034371831327
1665174905602788955,10231.806010797072,15458.129964116259,789.1541259337067,0.017239263059492218,-0.021929936111454468,0.03385169219633135,0.9990375111309675
1665174905643674037,10239.558528305115,15454.69604442697,861.9580087854035,0.017239263059492218,-0.021929936111454468,0.03385169219633135,0.9990375111309675
1665174905685532473,10239.54063149415,15452.88955267528,888.4855624422125,0.016756300685866254,-0.022446391510588002,0.033848335188958995,0.999034371831327
1665174905726001300,10244.826151960535,15442.890943448443,852.6283937207811,0.016733845919947084,-0.022463136585286328,0.0328492840594672,0.9990677206437302
1665174905767074418,10247.324142137622,15444.196887932627,881.3311158093593,0.016733845919947084,-0.022463136585286328,0.0328492840594672,0.9990677206437302
1665174905810597699,10252.64980965848,15432.906403879713,992.4978136732532,0.01721732450740494,-0.02194716440667361,0.03285263792586194,0.999070863298808
